2118,Stephanie Rieger,"The most valued products will be designed to live beyond the device, context, or technology they were originally intended for.
",https://quotesondesign.com/stephanie-rieger/
2114,Nicholas Petersen,"Good design is finding a solution to a problem. Great design is finding the simplest solution to the same problem.
",https://quotesondesign.com/nicholas-petersen/
2111,Seth Godin,"When we think of design, we usually imagine things that are chosen <em>because</em> they are designed. Vases or comic books or architecture&#8230;
It turns out, though, that most of what we make or design is actually aimed at a public that is there for something else. The design is important, but the design is not the point. Call it &#8220;public design&#8221;&#8230;
Public design is for individuals who have to fill out our tax form, interact with our website or check into our hotel room <em>despite</em> the way it&#8217;s designed, not because of it.
",https://quotesondesign.com/seth-godin-2/
2109,Quentin Tarantino,"I want to risk hitting my head on the ceiling of my talent. I want to really test it out and say: O.K., you’re not that good. You just reached the level here. I don’t ever want to fail, but I want to risk failure every time out of the gate.
",https://quotesondesign.com/quentin-tarantino/
2107,Milton Glaser,"I go to work every morning with the possibility that I might learn something I don’t already know&#8230; You should look at every problem and think, ‘what can I learn by doing this?’ And if you think you can learn nothing, forget about doing it.
",https://quotesondesign.com/milton-glaser-8/
2105,Stefan Sagmeister,"When I am down, [I am] not good at any work, including design work.
",https://quotesondesign.com/stefan-sagmeister-3/
2103,Donald Judd,"Design has to work, art does not.
",https://quotesondesign.com/donald-judd/
2101,Osho,"Creativity is the greatest rebellion in existence.
",https://quotesondesign.com/osho/
2099,Christoph Niemann,"Simplicity is not about making something without ornament, but rather about making something very complex, then slicing elements away, until you reveal the very essence.
",https://quotesondesign.com/christoph-niemann/
2097,Miles Redd,"Buy the best and you only cry once.
",https://quotesondesign.com/miles-redd/
2094,Frank Chimero,"I think design would be better if designers were much more skeptical about its applications. If you believe in the potency of your craft, where you choose to dole it out is not something to take lightly.
",https://quotesondesign.com/frank-chimero-7/
2092,Annette Simmons,"Whoever tells the best story wins.
",https://quotesondesign.com/annette-simmons/
2087,Daniel Burka,"The next time you’re caught in a room full of smart people doing something dumb (like trying to anticipate what your users will do), tune them out, flip open your laptop, and start prototyping.
",https://quotesondesign.com/daniel-burka/
2085,Loren Brichter,"I like jumping back and forth between a few different things to let my subconscious chew on one problem while my conscious works on something else.
",https://quotesondesign.com/loren-brichter/
2083,Jeffrey Zeldman,"If everyone likes your design, it&#8217;s banal. Mediocrity shirks offense. Art dares it.
",https://quotesondesign.com/jeffrey-zeldman-8/
2081,Michael Bierut,"Designers tend to overvalue differentiation and originality. We are taught this in design school. The best solutions are created ex nihilo, break new ground, resemble nothing else in the world. Everyone wants to stand out, or else what&#8217;s the point? But this isn&#8217;t true. Most people don&#8217;t want to stand out. They want to fit in. More precisely, they want to fit in with the people they like, or want to be like.
",https://quotesondesign.com/michael-bierut-4/
2080,Ken Dyment,"In design, there is no such thing as &#8220;rules&#8221;. There is however, common sense.
",https://quotesondesign.com/ken-dyment/
2078,Willie Nelson,"If I forget the words, they weren’t very memorable in the first place.
",https://quotesondesign.com/willie-nelson/
2074,Sherlock Holmes,"I have no data yet. It is a capital mistake to theorize before one has data. Insensibly one begins to twist facts to suit theories, instead of theories to suit facts.
",https://quotesondesign.com/sherlock-holmes-2/
2071,Marc-Oliver Gern,"Ideas trump aesthetics. Convenience trumps UI. Content trumps platforms.
",https://quotesondesign.com/marc-oliver-gern/
2069,God (from Futurama),"When you do things right, people won’t be sure you’ve done anything at all.
",https://quotesondesign.com/god-from-futurama/
2066,Terry Pratchett,"No one is finally dead until the ripples they cause in the world die away, until the clock wound up winds down, until the wine she made has finished its ferment, until the crop they planted is harvested. The span of someone&#8217;s life is only the core of their actual existence.
",https://quotesondesign.com/terry-pratchett/
2063,Kenny Shopsin,"It&#8217;s OK to do stupid things, except when you notice them.
",https://quotesondesign.com/kenny-shopsin/
